,Slope ($\mu$m/y),Sample
2092,0.28052106,true scores
2093,-0.90578622,true scores
2094,0.66158152,true scores
2095,-0.40315047,true scores
2096,-0.30588776,true scores
2097,-0.3630234,true scores
2098,-0.35322762,true scores
2099,-0.52400267,true scores
2100,-0.71659225,true scores
2101,-1.1322488,true scores
2102,-0.49866688,true scores
2103,-0.61766315,true scores
2104,-0.9694261,true scores
2105,-0.79931426,true scores
2106,-0.86273408,true scores
2107,-0.28079206,true scores
2108,-1.2716827,true scores
2109,0.031371672,true scores
2110,-1.2173373,true scores
2111,-0.3567864,true scores
2112,-0.56158936,true scores
2113,-0.35308042,true scores
2114,-0.41974419,true scores
2115,0.097846992,true scores
2116,0.14483203,true scores
2117,-0.55621952,true scores
2118,-0.9694261,true scores
2119,-0.78209543,true scores
2120,-0.53723222,true scores
2121,-0.37486839,true scores
2122,-0.336694,true scores
2123,-0.52200663,true scores
2124,0.19775812,true scores
2125,-1.3596483,true scores
2126,-1.363191,true scores
2127,-1.4810238,true scores
2128,-1.5444909,true scores
2129,-2.8139229,true scores
2130,-1.7861222,true scores
2131,-0.55651259,true scores
2132,0.33056018,true scores
2133,-0.87408382,true scores
2134,-1.9129232,true scores
2135,-0.2575714,true scores
2136,-1.0621357,true scores
2137,-0.86273408,true scores
2138,-2.4826198,true scores
2139,-0.93245625,true scores
2140,-0.079486258,true scores
2141,-0.6157678365707397,predicted scores
2142,-0.6054962873458862,predicted scores
2143,-0.6509478688240051,predicted scores
2144,-1.0825084447860718,predicted scores
2145,-0.8117369413375854,predicted scores
2146,-0.5417189598083496,predicted scores
2147,-0.20676299929618835,predicted scores
2148,-0.6612425446510315,predicted scores
2149,-0.30820149183273315,predicted scores
2150,-0.32885152101516724,predicted scores
2151,-0.3243549168109894,predicted scores
2152,-0.2227964997291565,predicted scores
2153,-1.2161741256713867,predicted scores
2154,-0.8610314130783081,predicted scores
2155,-0.5762509703636169,predicted scores
2156,-0.5895577669143677,predicted scores
2157,-0.5499537587165833,predicted scores
2158,0.15131539106369019,predicted scores
2159,-1.0916428565979004,predicted scores
2160,-0.6662057042121887,predicted scores
2161,-0.6933149099349976,predicted scores
2162,-0.8023787140846252,predicted scores
2163,-0.21138322353363037,predicted scores
2164,-0.6379597187042236,predicted scores
2165,-0.683649480342865,predicted scores
2166,-0.5344603061676025,predicted scores
2167,-0.5200428366661072,predicted scores
2168,-0.4503917098045349,predicted scores
2169,-0.603605329990387,predicted scores
2170,-0.9191288948059082,predicted scores
2171,-1.10834801197052,predicted scores
2172,-0.3491869270801544,predicted scores
2173,-0.5690810680389404,predicted scores
2174,-0.2876603901386261,predicted scores
2175,-0.6127027273178101,predicted scores
2176,-0.7056687474250793,predicted scores
2177,-0.8502082824707031,predicted scores
2178,-0.30178800225257874,predicted scores
2179,-0.5638390183448792,predicted scores
2180,-0.6837804317474365,predicted scores
2181,-0.7568917870521545,predicted scores
2182,-0.561610996723175,predicted scores
2183,-0.6411839723587036,predicted scores
2184,-0.4573092460632324,predicted scores
2185,-0.6642814874649048,predicted scores
2186,-0.7962919473648071,predicted scores
2187,-0.6022635698318481,predicted scores
2188,-0.3116333782672882,predicted scores
2189,-0.8110926151275635,predicted scores
2190,-0.5303051471710205,predicted scores
2191,-1.1941957473754883,predicted scores
2192,-1.1762645244598389,predicted scores
2193,-0.06656688451766968,predicted scores
2194,-0.3991752862930298,predicted scores
2195,-1.1638586521148682,predicted scores
2196,-0.36929580569267273,predicted scores
2197,-0.4691442847251892,predicted scores
2198,-0.9805930852890015,predicted scores
2199,-0.6933025121688843,predicted scores
2200,-0.9309826493263245,predicted scores
2201,-0.7175685167312622,predicted scores
2202,-0.4939427375793457,predicted scores
2203,-0.429843008518219,predicted scores
2204,-0.5730351805686951,predicted scores
2205,-0.8319514989852905,predicted scores
2206,-0.4927237033843994,predicted scores
2207,-1.5732834339141846,predicted scores
2208,0.07350200414657593,predicted scores
2209,-0.8286367654800415,predicted scores
2210,-0.7009232640266418,predicted scores
2211,-0.667378306388855,predicted scores
2212,-0.9121967554092407,predicted scores
2213,-1.1617028713226318,predicted scores
2214,-0.5538579821586609,predicted scores
2215,-0.7763715982437134,predicted scores
2216,-1.8757567405700684,predicted scores
2217,-0.4539496600627899,predicted scores
2218,-0.8113266229629517,predicted scores
2219,-0.760662317276001,predicted scores
2220,-1.099773645401001,predicted scores
2221,-0.6763252019882202,predicted scores
2222,-0.5049238801002502,predicted scores
2223,-0.1767018735408783,predicted scores
2224,-0.7548116445541382,predicted scores
2225,-0.6771130561828613,predicted scores
2226,-0.13531100749969482,predicted scores
2227,-0.48253515362739563,predicted scores
2228,-0.561821460723877,predicted scores
2229,-0.7117733955383301,predicted scores
2230,-0.37269794940948486,predicted scores
2231,0.8382324576377869,predicted scores
2232,-1.4738209247589111,predicted scores
2233,-0.28967204689979553,predicted scores
2234,-0.9762239456176758,predicted scores
2235,-0.7824073433876038,predicted scores
2236,-0.9774714112281799,predicted scores
2237,-0.6550710797309875,predicted scores
2238,-0.694556474685669,predicted scores
2239,-0.38585036993026733,predicted scores
2240,-1.0309875011444092,predicted scores
2241,-0.06978917121887207,predicted scores
2242,-0.24617427587509155,predicted scores
2243,-0.6478158831596375,predicted scores
2244,-0.3848876953125,predicted scores
2245,-0.8611294031143188,predicted scores
2246,-0.8898298144340515,predicted scores
2247,-0.43435442447662354,predicted scores
2248,-0.8791501522064209,predicted scores
2249,-0.17629492282867432,predicted scores
2250,-0.771429181098938,predicted scores
2251,-0.9925280809402466,predicted scores
2252,-0.6082200407981873,predicted scores
2253,-0.35603559017181396,predicted scores
2254,-0.5730827450752258,predicted scores
2255,-0.30475112795829773,predicted scores
2256,-1.172945499420166,predicted scores
2257,-0.8064882159233093,predicted scores
2258,-0.2745867669582367,predicted scores
2259,-0.9188895225524902,predicted scores
2260,-0.8161556720733643,predicted scores
2261,-0.5703728795051575,predicted scores
2262,-0.6511070132255554,predicted scores
2263,-0.5538167953491211,predicted scores
2264,-0.8636431694030762,predicted scores
2265,-0.3519035279750824,predicted scores
2266,-0.33054229617118835,predicted scores
2267,-0.44909903407096863,predicted scores
2268,-0.8189796209335327,predicted scores
2269,-0.5269423723220825,predicted scores
2270,-0.5363137125968933,predicted scores
2271,-0.8220130205154419,predicted scores
2272,-0.26421236991882324,predicted scores
2273,-1.1071527004241943,predicted scores
2274,-0.2852998673915863,predicted scores
2275,-0.4807880222797394,predicted scores
2276,-0.6037731170654297,predicted scores
2277,-0.6514407992362976,predicted scores
2278,0.15583038330078125,predicted scores
2279,-0.8381650447845459,predicted scores
2280,-0.7793795466423035,predicted scores
2281,-0.634983241558075,predicted scores
2282,-0.587729275226593,predicted scores
2283,-0.7361146807670593,predicted scores
2284,-0.7633624076843262,predicted scores
2285,-0.5599910020828247,predicted scores
2286,0.0854155421257019,predicted scores
2287,-0.6479198932647705,predicted scores
2288,-0.7753713130950928,predicted scores
2289,-0.4059867262840271,predicted scores
2290,-0.5014952421188354,predicted scores
2291,-0.8818737864494324,predicted scores
2292,-1.4960246086120605,predicted scores
2293,-0.40421122312545776,predicted scores
2294,0.7072882056236267,predicted scores
2295,0.5939132571220398,predicted scores
2296,-0.4373268485069275,predicted scores
2297,-0.8277768492698669,predicted scores
2298,-0.8259128928184509,predicted scores
2299,-0.3664810061454773,predicted scores
2300,-0.30895695090293884,predicted scores
2301,-0.5163642764091492,predicted scores
2302,-0.34105995297431946,predicted scores
2303,-0.4546821713447571,predicted scores
2304,-1.1294810771942139,predicted scores
2305,-0.8019525408744812,predicted scores
2306,-0.8092135190963745,predicted scores
2307,-0.2773122489452362,predicted scores
2308,-0.6545994877815247,predicted scores
2309,-0.5212503671646118,predicted scores
2310,-0.5486762523651123,predicted scores
2311,-0.33417874574661255,predicted scores
2312,-0.5639241337776184,predicted scores
2313,-0.13699772953987122,predicted scores
2314,-0.6753197908401489,predicted scores
2315,-1.1969778537750244,predicted scores
2316,-0.1962794065475464,predicted scores
2317,-0.05922287702560425,predicted scores
2318,-0.12007525563240051,predicted scores
2319,-0.027871251106262207,predicted scores
2320,-0.5037031173706055,predicted scores
2321,-1.0145952701568604,predicted scores
2322,-0.36839544773101807,predicted scores
2323,-0.22998398542404175,predicted scores
2324,-0.25425586104393005,predicted scores
2325,0.08315306901931763,predicted scores
2326,-0.887498140335083,predicted scores
2327,-0.7153007984161377,predicted scores
2328,-1.0123025178909302,predicted scores
2329,-0.20818647742271423,predicted scores
2330,-0.5976684093475342,predicted scores
2331,-0.18170461058616638,predicted scores
2332,-0.6226192116737366,predicted scores
2333,-0.36270707845687866,predicted scores
2334,-1.0337222814559937,predicted scores
2335,-0.4470478296279907,predicted scores
2336,-0.6556812524795532,predicted scores
2337,-0.7827349305152893,predicted scores
2338,-0.9792395830154419,predicted scores
2339,-0.1727094054222107,predicted scores
2340,-1.0670751333236694,predicted scores
2341,-0.7386565208435059,predicted scores
2342,-0.7795056104660034,predicted scores
2343,-0.30103179812431335,predicted scores
2344,-0.8845481872558594,predicted scores
2345,-0.6511295437812805,predicted scores
2346,-0.6973222494125366,predicted scores
2347,-0.5693697333335876,predicted scores
2348,-1.0733263492584229,predicted scores
2349,-0.38221362233161926,predicted scores
2350,-0.0714234709739685,predicted scores
2351,-0.8436071276664734,predicted scores
2352,-0.2562243342399597,predicted scores
2353,-0.22482487559318542,predicted scores
2354,-1.0957858562469482,predicted scores
2355,-0.41034409403800964,predicted scores
2356,-0.6196835041046143,predicted scores
2357,-0.62602698802948,predicted scores
2358,-0.5234503149986267,predicted scores
2359,-0.37206193804740906,predicted scores
2360,-0.5888159275054932,predicted scores
2361,-0.4863758683204651,predicted scores
2362,-0.5649921894073486,predicted scores
2363,-1.5365040302276611,predicted scores
2364,-0.24525746703147888,predicted scores
2365,-0.843519926071167,predicted scores
2366,-0.5262395739555359,predicted scores
2367,-0.7798115611076355,predicted scores
2368,-0.6608561873435974,predicted scores
2369,-0.32625389099121094,predicted scores
2370,-0.4308053255081177,predicted scores
2371,-0.4475318193435669,predicted scores
2372,-0.5607172846794128,predicted scores
2373,-0.18776226043701172,predicted scores
2374,-0.6032480001449585,predicted scores
2375,-0.7776044607162476,predicted scores
2376,0.5090858340263367,predicted scores
2377,-0.8613051176071167,predicted scores
2378,-0.5962718725204468,predicted scores
2379,0.22869426012039185,predicted scores
2380,-0.39833569526672363,predicted scores
2381,-0.4942949414253235,predicted scores
2382,-0.10657572746276855,predicted scores
2383,-0.6261457204818726,predicted scores
2384,-0.18507742881774902,predicted scores
2385,-1.1148803234100342,predicted scores
2386,-0.3725474178791046,predicted scores
2387,-0.6647071242332458,predicted scores
2388,-0.6311535835266113,predicted scores
2389,-0.23274868726730347,predicted scores
2390,-0.6550390720367432,predicted scores
2391,-0.24040314555168152,predicted scores
2392,-0.6914751529693604,predicted scores
2393,-0.8048262596130371,predicted scores
2394,-1.152130126953125,predicted scores
2395,-0.10218736529350281,predicted scores
2396,-0.5335031747817993,predicted scores
2397,-0.7596982717514038,predicted scores
2398,-0.6433804631233215,predicted scores
2399,-0.4590325355529785,predicted scores
2400,-0.42684614658355713,predicted scores
2401,-0.37101924419403076,predicted scores
2402,-0.9331731796264648,predicted scores
2403,-0.6895974278450012,predicted scores
2404,-0.41043323278427124,predicted scores
2405,-0.4283097982406616,predicted scores
2406,-0.5410731434822083,predicted scores
2407,-0.2884688377380371,predicted scores
2408,-0.707685649394989,predicted scores
2409,-0.7516266107559204,predicted scores
2410,-1.0088348388671875,predicted scores
2411,-0.4780600070953369,predicted scores
2412,-0.5661609172821045,predicted scores
2413,-0.40019524097442627,predicted scores
2414,-0.3194912075996399,predicted scores
2415,-1.1523160934448242,predicted scores
2416,-0.2329380214214325,predicted scores
2417,-0.711783766746521,predicted scores
2418,-0.924221396446228,predicted scores
2419,-0.43163806200027466,predicted scores
2420,-0.47384482622146606,predicted scores
2421,-0.40247267484664917,predicted scores
2422,-1.036232352256775,predicted scores
2423,-0.8124707937240601,predicted scores
2424,0.14066165685653687,predicted scores
2425,-0.5913599729537964,predicted scores
2426,-0.7741607427597046,predicted scores
2427,-1.6271991729736328,predicted scores
2428,-0.8557817935943604,predicted scores
2429,-0.4120444357395172,predicted scores
2430,-0.6329028606414795,predicted scores
2431,-0.15469056367874146,predicted scores
2432,-0.482041597366333,predicted scores
2433,-1.059770107269287,predicted scores
2434,-0.4700007736682892,predicted scores
2435,-0.557853102684021,predicted scores
2436,-0.8661861419677734,predicted scores
2437,-0.8785690665245056,predicted scores
2438,-0.5090640187263489,predicted scores
2439,-0.9988384246826172,predicted scores
2440,-0.494686484336853,predicted scores
2441,-0.8146545886993408,predicted scores
2442,-0.821603536605835,predicted scores
2443,-0.14823636412620544,predicted scores
2444,-0.39020034670829773,predicted scores
2445,-0.9601180553436279,predicted scores
2446,-0.4738166928291321,predicted scores
2447,-0.47310492396354675,predicted scores
2448,-0.6981106996536255,predicted scores
2449,-0.155399888753891,predicted scores
2450,-0.17943280935287476,predicted scores
2451,-0.7360541820526123,predicted scores
2452,-1.0124118328094482,predicted scores
2453,-0.6460054516792297,predicted scores
2454,-0.9389334917068481,predicted scores
2455,-1.1382564306259155,predicted scores
2456,-0.3285408914089203,predicted scores
2457,-0.8087862730026245,predicted scores
2458,-0.3919345736503601,predicted scores
2459,-0.642691969871521,predicted scores
2460,-1.0572383403778076,predicted scores
2461,-0.5097772479057312,predicted scores
2462,-1.121586799621582,predicted scores
2463,-0.6035022735595703,predicted scores
2464,-0.4546235203742981,predicted scores
2465,-0.061210691928863525,predicted scores
2466,0.0064768195152282715,predicted scores
2467,-0.6816398501396179,predicted scores
2468,-0.23897907137870789,predicted scores
2469,-0.4788767993450165,predicted scores
2470,-0.7498023509979248,predicted scores
2471,-0.6452112197875977,predicted scores
2472,-0.43428564071655273,predicted scores
2473,-0.8835288286209106,predicted scores
2474,-0.7140455842018127,predicted scores
2475,-0.6764310598373413,predicted scores
2476,-0.6946202516555786,predicted scores
2477,-0.12225639820098877,predicted scores
2478,0.18896961212158203,predicted scores
2479,-0.260736346244812,predicted scores
2480,-0.3268783688545227,predicted scores
2481,-1.756333589553833,predicted scores
2482,-0.8143146634101868,predicted scores
2483,-0.444707989692688,predicted scores
2484,-0.35402119159698486,predicted scores
2485,-0.46493396162986755,predicted scores
2486,-0.8800642490386963,predicted scores
2487,-1.629610538482666,predicted scores
2488,-0.501752495765686,predicted scores
2489,-1.3094360828399658,predicted scores
2490,-0.4297458529472351,predicted scores
2491,-0.8545330762863159,predicted scores
2492,-0.7109110951423645,predicted scores
2493,-0.5135771036148071,predicted scores
2494,-0.5773885846138,predicted scores
2495,-0.5459496378898621,predicted scores
2496,-0.6366984248161316,predicted scores
2497,-0.7298089861869812,predicted scores
2498,-0.5627724528312683,predicted scores
2499,-0.9213435649871826,predicted scores
2500,-0.6895195245742798,predicted scores
2501,-0.6236370205879211,predicted scores
2502,-0.7292584776878357,predicted scores
2503,-0.5788251757621765,predicted scores
2504,-0.7430079579353333,predicted scores
2505,0.3141646981239319,predicted scores
2506,-0.5696092844009399,predicted scores
2507,-0.49509745836257935,predicted scores
2508,-0.6045869588851929,predicted scores
2509,0.07792454957962036,predicted scores
2510,-0.5264666080474854,predicted scores
2511,-0.5194846987724304,predicted scores
2512,-1.1576905250549316,predicted scores
2513,-0.6613185405731201,predicted scores
2514,-0.6063363552093506,predicted scores
2515,-0.8999099731445312,predicted scores
2516,-0.7095125317573547,predicted scores
2517,-0.5745549201965332,predicted scores
2518,-0.35047560930252075,predicted scores
2519,-0.8206874132156372,predicted scores
2520,-0.5281338691711426,predicted scores
2521,-1.0681099891662598,predicted scores
2522,-1.3350591659545898,predicted scores
2523,-0.8262354135513306,predicted scores
2524,-0.9660956859588623,predicted scores
2525,-0.5126367211341858,predicted scores
2526,-0.6930124163627625,predicted scores
2527,-0.33288276195526123,predicted scores
2528,-0.7000657320022583,predicted scores
2529,-0.5796874165534973,predicted scores
2530,-1.3521947860717773,predicted scores
2531,-0.4555397629737854,predicted scores
2532,-0.40668073296546936,predicted scores
2533,-0.7891888618469238,predicted scores
2534,-0.36997032165527344,predicted scores
2535,-0.49503594636917114,predicted scores
2536,-1.0102976560592651,predicted scores
2537,-0.46514931321144104,predicted scores
2538,-0.36799272894859314,predicted scores
2539,-0.4229762554168701,predicted scores
2540,-0.23380139470100403,predicted scores
2541,-1.7533478736877441,predicted scores
2542,-0.371590793132782,predicted scores
2543,-0.899968147277832,predicted scores
2544,-0.8965208530426025,predicted scores
2545,-1.115047812461853,predicted scores
2546,-0.3215715289115906,predicted scores
2547,-0.8029952049255371,predicted scores
2548,-0.6022481322288513,predicted scores
2549,-0.18142762780189514,predicted scores
2550,-0.7115417718887329,predicted scores
2551,-0.5464661717414856,predicted scores
2552,-0.6778204441070557,predicted scores
2553,-0.44196242094039917,predicted scores
2554,-0.32390373945236206,predicted scores
2555,-0.5013868808746338,predicted scores
2556,-1.0197361707687378,predicted scores
2557,-1.186220407485962,predicted scores
2558,-0.6866753101348877,predicted scores
2559,-0.7248685956001282,predicted scores
2560,-0.7167348861694336,predicted scores
2561,-0.6038318276405334,predicted scores
2562,-0.7252126336097717,predicted scores
2563,-0.5108625292778015,predicted scores
2564,-0.8968355655670166,predicted scores
2565,-0.30754542350769043,predicted scores
2566,-0.7127746343612671,predicted scores
2567,-0.3924850821495056,predicted scores
2568,-0.6172360181808472,predicted scores
2569,-0.5741605758666992,predicted scores
2570,-0.6777502298355103,predicted scores
2571,-0.6050191521644592,predicted scores
2572,-0.8250246047973633,predicted scores
2573,-0.3392166197299957,predicted scores
2574,-0.7236143946647644,predicted scores
2575,-0.0620996356010437,predicted scores
2576,-0.3929676115512848,predicted scores
2577,-0.41800016164779663,predicted scores
2578,-0.8865731954574585,predicted scores
2579,-0.970320999622345,predicted scores
2580,-0.44531601667404175,predicted scores
2581,-1.1949410438537598,predicted scores
2582,-0.986040472984314,predicted scores
2583,-0.4367164373397827,predicted scores
2584,-0.565894365310669,predicted scores
2585,-0.5487269163131714,predicted scores
2586,-0.4802398681640625,predicted scores
2587,0.3487187623977661,predicted scores
2588,-0.6890347003936768,predicted scores
2589,-0.6535992622375488,predicted scores
2590,-1.0484358072280884,predicted scores
2591,-0.4661751389503479,predicted scores
2592,-0.6699931025505066,predicted scores
2593,-0.8532781600952148,predicted scores
2594,-0.21601423621177673,predicted scores
2595,-0.7460240125656128,predicted scores
2596,-0.5674489736557007,predicted scores
2597,-0.266321063041687,predicted scores
2598,-0.6433728933334351,predicted scores
2599,-0.9136323928833008,predicted scores
2600,-0.7612233757972717,predicted scores
2601,-0.1375741958618164,predicted scores
2602,-0.5894116759300232,predicted scores
2603,0.3359583616256714,predicted scores
2604,-0.6834794282913208,predicted scores
2605,-0.7675678730010986,predicted scores
2606,-0.8011589050292969,predicted scores
2607,-0.69185870885849,predicted scores
2608,-1.5342957973480225,predicted scores
2609,-0.32528141140937805,predicted scores
2610,-0.6859504580497742,predicted scores
2611,-0.7233192324638367,predicted scores
2612,-0.2430768609046936,predicted scores
2613,-0.636876106262207,predicted scores
2614,-0.5559572577476501,predicted scores
2615,-0.6129677891731262,predicted scores
2616,-2.048753261566162,predicted scores
2617,-0.5947237014770508,predicted scores
2618,-0.7327431440353394,predicted scores
2619,-0.4548354148864746,predicted scores
2620,-0.45893844962120056,predicted scores
2621,-0.9955563545227051,predicted scores
2622,-0.3345528841018677,predicted scores
2623,-0.7701711058616638,predicted scores
2624,-0.6017104387283325,predicted scores
2625,-0.6516795754432678,predicted scores
2626,-0.7372845411300659,predicted scores
2627,-0.568897008895874,predicted scores
2628,-0.6100936532020569,predicted scores
2629,-0.8291964530944824,predicted scores
2630,-1.0103659629821777,predicted scores
2631,-0.4528193473815918,predicted scores
2632,-0.10964599251747131,predicted scores
2633,-0.8459059000015259,predicted scores
2634,-0.5755775570869446,predicted scores
2635,-0.3598645329475403,predicted scores
2636,-0.3786259889602661,predicted scores
2637,-0.3905344605445862,predicted scores
2638,-1.1641311645507812,predicted scores
2639,-0.7948979735374451,predicted scores
2640,-0.5973374247550964,predicted scores
2641,-0.6494892835617065,predicted scores
2642,-0.730250358581543,predicted scores
2643,-0.7274472713470459,predicted scores
2644,-0.5841216444969177,predicted scores
2645,-0.5315365791320801,predicted scores
2646,-0.9151029586791992,predicted scores
2647,-0.7627728581428528,predicted scores
2648,-0.478141188621521,predicted scores
2649,-0.7701869010925293,predicted scores
2650,-0.6001459956169128,predicted scores
2651,-0.05460411310195923,predicted scores
2652,-0.24595606327056885,predicted scores
2653,-0.9905123710632324,predicted scores
2654,-0.6306743025779724,predicted scores
2655,-0.6059852838516235,predicted scores
2656,-0.6848949193954468,predicted scores
2657,-1.57008957862854,predicted scores
2658,-1.023851990699768,predicted scores
2659,-0.6447093486785889,predicted scores
2660,-0.20062780380249023,predicted scores
2661,-0.2215694785118103,predicted scores
2662,-0.28496024012565613,predicted scores
2663,-0.48032259941101074,predicted scores
2664,0.12931489944458008,predicted scores
2665,-0.8473807573318481,predicted scores
2666,-0.2901817262172699,predicted scores
2667,-0.698553740978241,predicted scores
2668,-0.46067941188812256,predicted scores
2669,-0.5666641592979431,predicted scores
2670,-0.4603206515312195,predicted scores
2671,-0.8331829905509949,predicted scores
2672,-0.4026554226875305,predicted scores
2673,-0.7449356317520142,predicted scores
2674,-0.7273507118225098,predicted scores
2675,-0.48822981119155884,predicted scores
2676,-0.661679744720459,predicted scores
2677,-0.5711631178855896,predicted scores
2678,-0.30831149220466614,predicted scores
2679,-0.08617496490478516,predicted scores
2680,-0.5646600127220154,predicted scores
2681,-0.6434534788131714,predicted scores
2682,-0.5816497206687927,predicted scores
2683,-0.8078410625457764,predicted scores
2684,-0.6546467542648315,predicted scores
2685,-0.4924529790878296,predicted scores
2686,-0.5831981301307678,predicted scores
2687,-0.48882991075515747,predicted scores
2688,-0.5182926058769226,predicted scores
2689,-0.8513357639312744,predicted scores
2690,-0.33549392223358154,predicted scores
2691,-0.8455621004104614,predicted scores
2692,-0.7848291993141174,predicted scores
2693,-0.5365996360778809,predicted scores
2694,-0.19671931862831116,predicted scores
2695,-0.7639817595481873,predicted scores
2696,-0.6457186341285706,predicted scores
2697,-0.8233003616333008,predicted scores
2698,-0.35920774936676025,predicted scores
2699,-0.24047157168388367,predicted scores
2700,-0.4728727638721466,predicted scores
2701,-1.1367018222808838,predicted scores
2702,-0.4271913766860962,predicted scores
2703,-0.4386496841907501,predicted scores
2704,-0.5386131405830383,predicted scores
2705,-0.4657055735588074,predicted scores
2706,-0.7708331942558289,predicted scores
2707,-1.355881690979004,predicted scores
2708,-0.7073548436164856,predicted scores
2709,-0.4142845571041107,predicted scores
2710,-0.5547295212745667,predicted scores
2711,-0.3813575804233551,predicted scores
2712,-0.7409012317657471,predicted scores
2713,-0.578483521938324,predicted scores
2714,-0.8966858386993408,predicted scores
2715,-0.8472732305526733,predicted scores
2716,-0.6311914920806885,predicted scores
2717,-0.644260823726654,predicted scores
2718,-0.7228463888168335,predicted scores
2719,-0.1757347285747528,predicted scores
2720,-0.48380255699157715,predicted scores
2721,-0.4362579584121704,predicted scores
2722,-2.0533769130706787,predicted scores
2723,-0.6785426735877991,predicted scores
2724,-0.43763798475265503,predicted scores
2725,-0.3408218324184418,predicted scores
2726,-0.7316247820854187,predicted scores
2727,-0.43244820833206177,predicted scores
2728,-0.3252796232700348,predicted scores
2729,-1.0061204433441162,predicted scores
2730,-0.5591272115707397,predicted scores
2731,-0.6561418175697327,predicted scores
2732,-0.5655565857887268,predicted scores
2733,-1.0451927185058594,predicted scores
2734,-0.6433724164962769,predicted scores
2735,-0.5801924467086792,predicted scores
2736,-0.6346136331558228,predicted scores
2737,-0.4005427360534668,predicted scores
2738,-0.4740225076675415,predicted scores
2739,-0.876618504524231,predicted scores
2740,1.4083290100097656,predicted scores
2741,-1.0111289024353027,predicted scores
2742,-0.6743196845054626,predicted scores
2743,-1.0096333026885986,predicted scores
2744,-0.5988755226135254,predicted scores
2745,-0.27877265214920044,predicted scores
2746,-0.33183199167251587,predicted scores
2747,-0.19819211959838867,predicted scores
2748,-0.2850339114665985,predicted scores
2749,-0.13357949256896973,predicted scores
2750,-0.22353684902191162,predicted scores
2751,-0.7738350629806519,predicted scores
2752,-1.596308946609497,predicted scores
2753,-0.7042878866195679,predicted scores
2754,-0.2244025468826294,predicted scores
2755,-0.31021443009376526,predicted scores
2756,-1.1412954330444336,predicted scores
2757,-0.5413259863853455,predicted scores
2758,-0.5404555201530457,predicted scores
2759,-0.9530219435691833,predicted scores
2760,-0.879069447517395,predicted scores
2761,-0.742779552936554,predicted scores
2762,-0.6493870615959167,predicted scores
2763,-0.7555456757545471,predicted scores
2764,-0.976036012172699,predicted scores
2765,-0.8159548044204712,predicted scores
2766,-0.44105684757232666,predicted scores
2767,1.8570234775543213,predicted scores
2768,-0.990285336971283,predicted scores
2769,-0.12400749325752258,predicted scores
2770,-0.26874837279319763,predicted scores
2771,-0.49203765392303467,predicted scores
2772,-0.8513822555541992,predicted scores
2773,-0.25000491738319397,predicted scores
2774,-0.6341728568077087,predicted scores
2775,-0.05529141426086426,predicted scores
2776,-0.5501518845558167,predicted scores
2777,-0.9883759021759033,predicted scores
2778,-0.5902966856956482,predicted scores
2779,-0.3116421103477478,predicted scores
2780,-0.4644257426261902,predicted scores
2781,-0.5743945240974426,predicted scores
2782,-0.9915903210639954,predicted scores
2783,-0.4775835871696472,predicted scores
2784,-0.21388983726501465,predicted scores
2785,-0.6014534831047058,predicted scores
2786,-0.3995705842971802,predicted scores
2787,-0.7356729507446289,predicted scores
2788,-0.5614051818847656,predicted scores
2789,-0.5547494888305664,predicted scores
2790,-0.5224894285202026,predicted scores
2791,0.027324199676513672,predicted scores
2792,-0.5324645638465881,predicted scores
2793,-0.4998241066932678,predicted scores
2794,-0.595314085483551,predicted scores
2795,-0.33895549178123474,predicted scores
2796,-0.8969566822052002,predicted scores
2797,-0.283535897731781,predicted scores
2798,-1.0602338314056396,predicted scores
2799,-1.2270183563232422,predicted scores
2800,-0.580420196056366,predicted scores
2801,-0.224656879901886,predicted scores
2802,-0.509374737739563,predicted scores
2803,-0.6848732233047485,predicted scores
2804,-1.2897638082504272,predicted scores
2805,-0.49772149324417114,predicted scores
2806,-0.4883846938610077,predicted scores
2807,-0.4908856153488159,predicted scores
2808,-0.9554427862167358,predicted scores
2809,-0.7909179925918579,predicted scores
2810,-0.8056451082229614,predicted scores
2811,-0.6151178479194641,predicted scores
2812,-0.9410984516143799,predicted scores
2813,-0.41581249237060547,predicted scores
2814,-0.8590439558029175,predicted scores
2815,-0.41355159878730774,predicted scores
2816,-0.9128655195236206,predicted scores
2817,-0.7274935841560364,predicted scores
2818,-0.8764936923980713,predicted scores
2819,-1.0074468851089478,predicted scores
2820,-0.3757656216621399,predicted scores
2821,-0.19928759336471558,predicted scores
2822,-0.8356379270553589,predicted scores
2823,-0.5898528099060059,predicted scores
2824,-0.03485894203186035,predicted scores
2825,-0.6657359600067139,predicted scores
2826,-0.7441241145133972,predicted scores
2827,-0.7764847278594971,predicted scores
2828,-0.684035062789917,predicted scores
2829,-0.5109546780586243,predicted scores
2830,-1.060508131980896,predicted scores
2831,-1.051801323890686,predicted scores
2832,-0.7170994877815247,predicted scores
2833,-0.3917499780654907,predicted scores
2834,-0.48871910572052,predicted scores
2835,-0.48812249302864075,predicted scores
2836,-1.6730735301971436,predicted scores
2837,-0.8061048984527588,predicted scores
2838,-0.6516478657722473,predicted scores
2839,-0.3095017671585083,predicted scores
2840,-0.5143255591392517,predicted scores
2841,-1.054189920425415,predicted scores
2842,-0.29004964232444763,predicted scores
2843,-0.8381631374359131,predicted scores
2844,-0.42639732360839844,predicted scores
2845,-0.6539395451545715,predicted scores
